Random Num,Random Num Values,Num,Ideology,Meta,Specific,Title,Abstract,StoreId,AlternateTitle,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,isbn,language,languageOfSummary,originalTitle,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,notes,subjectClassifications,subjectTerms,subjects,FindACopy,Database
0.928095078,0.981503045,2324,Right,elites,return migration (Spain to UK),Return migration of British retirees living in Marina Alta Region (Spain),"Return migration has been historically a neglected aspect of migration processes. Even now when Spain has gone from being a country characterized by sending emigrants, then a receiving country and back again, it is not easy to find academic analysis on re",1719102840,,Dissertations & Theses," Giner Monfort, Jordi
Giner Monfort
Jordi
Giner Monfort, Jordi", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3827073611 , 99406812 , 66569 , 9781321978650 , 3718124 , 3718124", Dissertation/Thesis,2015,9.78E+12, Catalan, Catalan,,2015,ProQuest Dissertations and Theses,2015,https://search.proquest.com/docview/1719102840?accountid=14496," 0440 European Studies , 0700 Social structure , 0703 Organizational behavior"," 0440 European Studies , 0700 Social structure , 0703 Organizational behavior"," 0440 European Studies , 0700 Social structure , 0703 Organizational behavior",," 0440 European Studies , 0700 Social structure , 0703 Organizational behavior"," European Studies , Social structure , Organizational behavior"," Social sciences , Retirement migration , Return migration , Spain",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Return+migration+of+British+retir,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.089146571,0.945890246,3803,Right,elites,"how United States elites ideologically framed events of September 11, 2001 ",Framing the world: Elite ideologies in United States media discourse of the War on Terrorism campaign,"This dissertation analyzes how United States elites ideologically framed events of September 11, 2001 (9â€“11) and the implementation of the first year of the â€˜War on Terrorismâ€™ (WOT). In seeking to understand how the strategic use of frames by differ",305204724,,Dissertations & Theses," Klocke, Brian Virgil
Klocke
Virgil
Brian
Klocke, Brian Virgil", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 828402671 , 19298711 , 66569 , 9780496123612 , 0496123610 , 3151935 , 3151935", Dissertation/Thesis,2004," 9780496123612 , 0496123610", English, English,,2004,ProQuest Dissertations and Theses,2004,https://search.proquest.com/docview/305204724?accountid=14496," 0700 Social structure , 0615 Political science , 0708 Mass media , 0616 International law , 0616 International relations"," 0700 Social structure , 0615 Political science , 0708 Mass media , 0616 International law , 0616 International relations"," 0700 Social structure , 0615 Political science , 0708 Mass media , 0616 International law , 0616 International relations",," 0700 Social structure , 0615 Political science , 0708 Mass media , 0616 International law , 0616 International relations"," Social structure , Political science , Mass media , International law , International relations"," Communication and the arts , Social sciences , Discourse , Elite ideologies , Framing , Media , Terrorism , War on terrorism",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Framing+the+world%3A+Elite+ideolo,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.418849674,0.933538233,2002,Right,elites,new public management movement,Study on performance-excellence-based local government overall performance evaluation model in china,"Translation from original language as provided by author With the global economic and social development, human's need to handling public affairs diversifies. As the main function of government serving the society, public administration becomes the focus ",1869034719,,Dissertations & Theses," He, Sui Hui
He
Hui
Sui
He, Sui Hui", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4314764991 , 111110092 , 189128 , 10394403 , 10394403", Dissertation/Thesis,2009,, Chinese, Chinese,,2009,PQDT - Global,2009,https://search.proquest.com/docview/1869034719?accountid=14496, 0454 Management, 0454 Management, 0454 Management,, 0454 Management, Management," (UMI)AAI10394403 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Study+on+performance-excellence-b,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.747385086,0.923265737,3543,Right,elites,"Female elites, women's formal associations in Malawi","Female elites, women's formal associations, and political practices in urban Mali (West Africa)","This work investigates Malian women's formal associations and their participation in local and national politics from the late 'fifties until the present. Building on both historical and ethnographic data, it details a multiplicity of ways in which Malian",304345830,,Dissertations & Theses," De Jorio, Rosa
De Jorio
Rosa
De Jorio, Rosa", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 739609601 , 27216171 , 66569 , 9780591254358 , 0591254352 , 9717269 , 9717269", Dissertation/Thesis,1997," 9780591254358 , 0591254352", English, English,,1997,ProQuest Dissertations and Theses,1997,https://search.proquest.com/docview/304345830?accountid=14496," 0326 Cultural anthropology , 0331 African history , 0453 Womens studies , 0615 Political science"," 0326 Cultural anthropology , 0331 African history , 0453 Womens studies , 0615 Political science"," 0326 Cultural anthropology , 0331 African history , 0453 Womens studies , 0615 Political science",," 0326 Cultural anthropology , 0331 African history , 0453 Womens studies , 0615 Political science"," Cultural anthropology , African history , Womens studies , Political science", Social sciences,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Female+elites%2C+women%27s+formal,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.321773749,0.9136634,328,Right,elites,corporate social responsibility,A study on relationship between pharmaceutical corporate social responsibility and financial performance,"Translation from original language as provided by author During 21st century, corporate social responsibility has become a common management practice and also has been paid great attention by global businesses and governments. With rapid development of Ch",1869195633,,Dissertations & Theses," Shi, Yan Qing
Shi
Qing
Yan
Shi, Yan Qing", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4314986321 , 111111982 , 189128 , 10431564 , 10431564", Dissertation/Thesis,2010,, Chinese, Chinese,,2010,PQDT - Global,2010,https://search.proquest.com/docview/1869195633?accountid=14496, 0454 Management, 0454 Management, 0454 Management,, 0454 Management, Management," (UMI)AAI10431564 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=A+study+on+relationship+between+p,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.816541638,0.904054593,3282,Right,elites,Corporate social responsibility,Corporate social responsibility networks: Assessing the private governance of public goods,"The work herein is an assessment of the legitimacy, accountability and transparency of the various private networks that make up the contemporary corporate social responsibility (CSR) movement. It examines these networks as they come to impact public poli",305204013,,Dissertations & Theses," Hirschland, Matthew Jason
Hirschland
Jason
Matthew
Hirschland, Matthew Jason", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 765361181 , 19296501 , 66569 , 3123248 , 3123248", Dissertation/Thesis,2004,, English, English,,2004,ProQuest Dissertations and Theses,2004,https://search.proquest.com/docview/305204013?accountid=14496," 0615 Political science , 0310 Business community"," 0615 Political science , 0310 Business community"," 0615 Political science , 0310 Business community",," 0615 Political science , 0310 Business community"," Political science , Business community , Policy making , Social responsibility , Studies"," Social sciences , Corporate social responsibility , Governance , Networks , Privatization",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Corporate+social+responsibility+n,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.230193905,0.985171276,2299,Left,enviromental,climate change in the UK,"Cultural politics of climate change activism in the uk as public pedagogy (2005-2011): direct action, relocalisation, and professional activism","This thesis is a study of the cultural politics of environmentalism in an era of climate change and the public curriculum that it generates. Scientists and the policy elite alone are unlikely to solve the â€˜wicked problemâ€™ of climate change, even in th",1775429129,,Dissertations & Theses," McGregor, Callum Kenneth
McGregor
Kenneth
Callum
McGregor, Callum Kenneth", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3974074541 , 102698722 , 101309 , 10033572 , 10033572 , http://hdl.handle.net/1842/9832", Dissertation/Thesis,2014,, English, English,,2014,PQDT - UK & Ireland,2014,https://search.proquest.com/docview/1775429129?accountid=14496, 9998 No UMI subject assigned, 9998 No UMI subject assigned, 9998 No UMI subject assigned, Bibliographic information obtained from the British Library., 9998 No UMI subject assigned, No UMI subject assigned," http://hdl.handle.net/1842/9832 , (UMI)AAI10033572 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Cultural+politics+of+climate+chan,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.313518257,0.926158538,3374,Left,enviromental,sustainable development,Sustainable development and tourism,The intent of this study is to investigate the role and responsibility of tourism from the perspective of sustainable development. The goals and processes of development are reviewed as they evolved after the end of World War II along the path to sustaina,305427704,,Dissertations & Theses," Speier, Jonathan Van
Speier
Van
Jonathan
Speier, Jonathan Van", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1158512461 , 18219261 , 66569 , 9780542713842 , 3220162 , 3220162", Dissertation/Thesis,2005,9.78E+12, English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305427704?accountid=14496," 0617 Public administration , 0814 Recreation , 0999 Urban planning , 0999 Area planning & development"," 0617 Public administration , 0814 Recreation , 0999 Urban planning , 0999 Area planning & development"," 0617 Public administration , 0814 Recreation , 0999 Urban planning , 0999 Area planning & development",," 0617 Public administration , 0814 Recreation , 0999 Urban planning , 0999 Area planning & development"," Public administration , Recreation , Urban planning , Area planning & development"," Social sciences , Sustainable development , Tourism",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Sustainable+development+and+touri,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.926014276,0.912922472,675,Left,enviromental,Occupy; anti-GMO movement,Making the case against GMOs: Issue adoption and adaptation by occupy activists,"The Occupy movement is one of several global justice social movements that have appeared around the world in recent years. Other prominent movements include the Arab Spring, the 15-M protest movement in Spain, and anti-austerity protests in Italy, Greece,",1513234949,,Dissertations & Theses," Long, Tracy Nora
Long
Nora
Tracy
Long, Tracy Nora", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3267934051 , 86686032 , 66569 , 9781303786990 , 3614029 , 3614029", Dissertation/Thesis,2014,9.78E+12, English, English,,2014,ProQuest Dissertations and Theses,2014,https://search.proquest.com/docview/1513234949?accountid=14496," 0326 Cultural anthropology , 0344 Social research"," 0326 Cultural anthropology , 0344 Social research"," 0326 Cultural anthropology , 0344 Social research",," 0326 Cultural anthropology , 0344 Social research"," Cultural anthropology , Social research"," Social sciences , Ethnographic case study , Genetically modified organisms , Gmos , Occupy movement , Political opportunity structure , Social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Making+the+case+against+GMOs%3A+I,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.903171894,0.912489832,3140,Left,enviromental,Peruvian environmental movement,"The lords of guano: Science and the management of Peru's marine environment, 1800â€“1973","This is an ecological history of a development project planned and managed by technical experts: the origin, decline, spectacular revival, and tragic fate of the Peruvian guano industry. In another sense, this is a social history of an elite typeâ€”the en",305294857,,Dissertations & Theses," Cushman, Gregory Todd
Cushman
Todd
Gregory
Cushman, Gregory Todd", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 765265821 , 30406431 , 66569 , 3119663 , 3119663", Dissertation/Thesis,2003,, English, English,,2003,ProQuest Dissertations and Theses,2003,https://search.proquest.com/docview/305294857?accountid=14496," 0336 Latin American history , 0585 Science history , 0768 Environmental science"," 0336 Latin American history , 0585 Science history , 0768 Environmental science"," 0336 Latin American history , 0585 Science history , 0768 Environmental science",," 0336 Latin American history , 0585 Science history , 0768 Environmental science"," Latin American history , Science history , Environmental science"," Health and environmental sciences , Social sciences , El Nino , Environmental history , Guano , Marine environment , Peru",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+lords+of+guano%3A+Science+and,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.416770059,0.912023626,982,Left,enviromental,Fair trade coffee in Costa Rica,Fair trade coffee in Costa Rica: A new model for sustainable development?,"Costa Rica offers an excellent case study due to its historically distinctive democracy, nationalist tradition, and unique economic development, all aspects historically intertwined with coffee production in this country. This study examines the current s",304766440,,Dissertations & Theses," Pongratz-Chander, Krisztina
Pongratz-Chander
Krisztina
Pongratz-Chander, Krisztina", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1320970821 , 36649991 , 66569 , 3257741 , 3257741", Dissertation/Thesis,2007,, English, English,,2007,ProQuest Dissertations and Theses,2007,https://search.proquest.com/docview/304766440?accountid=14496," 0615 Political science , 0616 International law , 0616 International relations"," 0615 Political science , 0616 International law , 0616 International relations"," 0615 Political science , 0616 International law , 0616 International relations",," 0615 Political science , 0616 International law , 0616 International relations"," Political science , International law , International relations , Fair trade , Models , Sustainable development , Costa Rica"," Social sciences , Alternative development , Coffee , Costa Rica , Fair trade , Sustainable development",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Fair+trade+coffee+in+Costa+Rica%3,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.456509662,0.910615449,3365,Left,enviromental,"social justice coffee, south and north","Fair trade in an unfair world? The prospects and limitations of social justice coffee, south and north","This study examines the developmental potential of the fair trade coffee network by situating it within the broader historical and political economic context of international capitalism, the post-1945 statist trade and development regime, and the emergenc",305390490,,Dissertations & Theses," Fridell, Gavin
Fridell
Gavin
Fridell, Gavin", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1079667701 , 32783301 , 66569 , 9780494115725 , 0494115726 , NR11572 , NR11572", Dissertation/Thesis,2005," 9780494115725 , 0494115726", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305390490?accountid=14496, 0615 Political science, 0615 Political science, 0615 Political science,, 0615 Political science, Political science," Social sciences , Coffee , Fair trade , Social justice",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Fair+trade+in+an+unfair+world%3F+,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.52125527,0.905308638,1715,Left,enviromental,young environmentalists,Voices of young environmentalists: A generational perspective on environmentalism,"Modern environmentalism, a conceptual lens through which to view the human relationship with the natural world, has deep roots in the period of social movement building that swept Western nations during the late 1960s and early 1970s. Over the past half c",1728321794,,Dissertations & Theses," Robinson, Peter
Robinson
Peter
Robinson, Peter", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3851968151 , 92774602 , 66569 , 9781339185347 , 3731947 , 3731947", Dissertation/Thesis,2014,9.78E+12, English, English,,2014,ProQuest Dissertations and Theses,2014,https://search.proquest.com/docview/1728321794?accountid=14496," 0344 Social research , 0392 Environmental philosophy , 0477 Environmental Studies"," 0344 Social research , 0392 Environmental philosophy , 0477 Environmental Studies"," 0344 Social research , 0392 Environmental philosophy , 0477 Environmental Studies",," 0344 Social research , 0392 Environmental philosophy , 0477 Environmental Studies"," Social research , Environmental philosophy , Environmental Studies"," Philosophy, religion and theology , Social sciences , Health and environmental sciences , Environmentalism , Environmentalists , Generations , Millennials , Phenomenology , Social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Voices+of+young+environmentalists,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.06965409,0.893294706,2715,Left,enviromental,global environmental movement,Beyond iron laws: information technology and social transformation in the global environmental movement,"It was characteristic of the peculiarly modern conception of democracy that it had both to be centralized and that, in practice, centredness undermined it. This finds its expression in Michels' iron law of oligarchy. The contemporary idea of the global in",301517909,,Dissertations & Theses," Washbourne, Neil J.
Washbourne
J.
Neil
Washbourne, Neil J.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1757968601 , 44736841 , 101309 , U111552 , U111552", Dissertation/Thesis,1998,, English, English,,1998,PQDT - UK & Ireland,1998,https://search.proquest.com/docview/301517909?accountid=14496, 0615 Political science, 0615 Political science, 0615 Political science, Bibliographic information obtained from the British Library., 0615 Political science, Political science," (UMI)AAIU111552 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Beyond+iron+laws%3A+information+t,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.523737015,0.999449825,3600,Left,environmental,anti-petro chemical disputes in Louisiana,"Uneasy alchemy: Dissonance, resistance, justice, and change in Louisiana's industrial corridor","The contested discourses of environmental disputes in the rural petro-chemical region of Louisiana are analyzed for the constructed narratives of three disciplinary arenas at the forefront of the debate: health, economics, and the law. Carried out by hete",304520638,,Dissertations & Theses," Allen, Barbara Lynn
Allen
Lynn
Barbara
Allen, Barbara Lynn", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 730839411 , 30987721 , 66569 , 9780599618091 , 0599618094 , 9958508 , 9958508", Dissertation/Thesis,1999," 9780599618091 , 0599618094", English, English,,1999,ProQuest Dissertations and Theses,1999,https://search.proquest.com/docview/304520638?accountid=14496," 0700 Social structure , 0326 Cultural anthropology , 0999 Urban planning , 0999 Area planning & development"," 0700 Social structure , 0326 Cultural anthropology , 0999 Urban planning , 0999 Area planning & development"," 0700 Social structure , 0326 Cultural anthropology , 0999 Urban planning , 0999 Area planning & development",," 0700 Social structure , 0326 Cultural anthropology , 0999 Urban planning , 0999 Area planning & development"," Social structure , Cultural anthropology , Urban planning , Area planning & development , Environmental impact , Petrochemicals , Studies"," Social sciences , Dissonance , Industrial corridor , Justice , Louisiana , Resistance",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Uneasy+alchemy%3A++Dissonance%2C+,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.337306925,0.99437707,2991,Left,environmental,enviromental treaties,When do NGOs make differences in world politics? An analysis of the United States NGO policy advocacy for international environmental treaties,"This study aims at analyzing the major determinant factor of success and failure in the efforts of nongovernmental organizations (NGOs) to influence international environmental policy outcomes. Given the growing role and impact of NGOs in world affairs, i",304722056,,Dissertations & Theses," Kim, Young Ho
Kim
Ho
Young
Kim, Young Ho", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 728433851 , 26760241 , 66569 , 9780493080888 , 0493080880 , 9999406 , 9999406", Dissertation/Thesis,2001," 9780493080888 , 0493080880", English, English,,2001,ProQuest Dissertations and Theses,2001,https://search.proquest.com/docview/304722056?accountid=14496," 0616 International law , 0616 International relations"," 0616 International law , 0616 International relations"," 0616 International law , 0616 International relations",," 0616 International law , 0616 International relations"," International law , International relations , Environmental policy , Nongovernmental organizations--NGOs , Studies , Political activism"," Social sciences , Global climate change , International environmental treaties , Nongovernmental organizations , Policy advocacy , World politics",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=When+do+NGOs+make+differences+in+,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.077994683,0.994311746,658,Left,environmental,anti-nuclear energy in France and Germany,"'better active today than radioactive tomorrow!': transnational opposition to nuclear energy in france and west germany, 1968-1981","This thesis examines the opposition to civil nuclear energy in France and West Germany during the 1970s, arguing that small-scale interactions among its diverse participants led to broad changes in their personal lives and political environments. Drawing ",1512398686,,Dissertations & Theses," Tompkins, Andrew S.
Tompkins
S.
Andrew
Tompkins, Andrew S.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3264697401 , 86584282 , 101309 , U605291 , U605291 , http://ora.ox.ac.uk/objects/uuid:4af6ec03-08ba-4c3f-a8c9-fffc4f26aa34", Dissertation/Thesis,2013,, English, English,,2013,PQDT - UK & Ireland,2013,https://search.proquest.com/docview/1512398686?accountid=14496, 0335 European history, 0335 European history, 0335 European history, Bibliographic information obtained from the British Library., 0335 European history, European history," http://ora.ox.ac.uk/objects/uuid:4af6ec03-08ba-4c3f-a8c9-fffc4f26aa34 , (UMI)AAIU605291 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=%27better+active+today+than+radio,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.056623527,0.993188169,261,Left,environmental,anti-dam activism,Dams and transnational advocacy: Political opportunities in transnational collective action,"Possible arguments to explain the gradual decline in big dam development and its site transferring from developed to developing countries include technical, economic, and political factors. This study focuses on the political argumentâ€”the rise of transn",304862911,,Dissertations & Theses," Fu, Teng
Fu
Teng
Fu, Teng", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1688983011 , 42769091 , 66569 , 9781109045475 , 3348453 , 3348453", Dissertation/Thesis,2009,9.78E+12, English, English,,2009,ProQuest Dissertations and Theses,2009,https://search.proquest.com/docview/304862911?accountid=14496," 0615 Political science , 0616 International law , 0626 Sociology"," 0615 Political science , 0616 International law , 0626 Sociology"," 0615 Political science , 0616 International law , 0626 Sociology",," 0615 Political science , 0616 International law , 0626 Sociology"," Political science , International law , Sociology"," Social sciences , China , Collective action , Dam , Hydropower , Hydropower development , Political opportunity structure , Transnational network",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Dams+and+transnational+advocacy%3,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.076654294,0.991081014,1236,Left,environmental,Kyoto protocol,Geographies of CO&lt;sub&gt;2&lt;/sub&gt;lonialism and hope in the Northwest Pacific Frontier Territory-region of Ecuador,This dissertation investigates the human dimensions of environmental transformations spurred by international climate change mitigation agreementsâ€”such as the Kyoto Protocolâ€”that encourage lowering greenhouse gas emissions with â€˜greenâ€™ market stra,1547733088,,Dissertations & Theses," Hazlewood, Julianne Adams
Hazlewood
Adams
Julianne
Hazlewood, Julianne Adams", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3381696931 , 66694591 , 66569 , 9781303999710 , 3584092 , 3584092", Dissertation/Thesis,2010,9.78E+12, English, English,,2010,ProQuest Dissertations and Theses,2010,https://search.proquest.com/docview/1547733088?accountid=14496," 0366 Geography , 0631 Ethnic studies , 0700 Social structure"," 0366 Geography , 0631 Ethnic studies , 0700 Social structure"," 0366 Geography , 0631 Ethnic studies , 0700 Social structure",," 0366 Geography , 0631 Ethnic studies , 0700 Social structure"," Geography , Ethnic studies , Social structure"," Social sciences , Climate change mitigation , Ecuador , Environmental transformations , Esmeraldas Province , Hope literatures , Indigenous territories",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Geographies+of+CO2lonialism+and+h,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.391490615,0.990570384,1414,Left,environmental,local food systems in Philly,Local food systems as a strategy for sustainability: Analysis of a scale dependent sustainable urban food system A case study in Philadelphia,"In the heated debate over the meaning of sustainability in a globalizing world, a growing body of scholars and practitioners argue for localization and regionalization as appropriate strategies to achieve sustainability. In parallel, as rapidly globalizin",884221159,,Dissertations & Theses," Kremer, Peleg
Kremer
Peleg
Kremer, Peleg", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2428808651 , 63666861 , 66569 , 9781124782423 , 3465799 , 3465799", Dissertation/Thesis,2011,9.78E+12, English, English,,2011,ProQuest Dissertations and Theses,2011,https://search.proquest.com/docview/884221159?accountid=14496," 0366 Geography , 0477 Environmental Studies , 0999 Urban planning"," 0366 Geography , 0477 Environmental Studies , 0999 Urban planning"," 0366 Geography , 0477 Environmental Studies , 0999 Urban planning",," 0366 Geography , 0477 Environmental Studies , 0999 Urban planning"," Geography , Environmental Studies , Urban planning"," Health and environmental sciences , Social sciences , Gis , Local food systems , Philadelphia , Regional food systems , Remote sensing , Urban agriculture",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Local+food+systems+as+a+strategy+,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
