ID,Title,Abstract,StoreId,AlternateTitle,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,isbn,language,languageOfSummary,originalTitle,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,notes,subjectClassifications,subjectTerms,subjects,FindACopy,Database
2453,The 1980s educational reform movement in England,"This dissertation applies world systems analysis at the macro and micro analytical level to the recent reforms in Education in England. Using the educational research approach found in Comparative Education especially in the work by Altbach et al., the dissertation provides a case study of the recent reform movement which has international implications. As a case study of reform within the perspective, it uses analysis at the level of the state and the economy and applies the conceptual framework in order to understand the collective actions expressed by those involved. It analyzes why and how specific national and international events influenced the reform movement in a historically informed context. This study of conservative ideology points to a return to a pre-welfare condition in the modern British state. The theoretical work relating social relations at the level of the school relates the effects of reform to the likely consequences of the attack on educational opportunity within the state educational system. A closer examination reveals the movement away from comprehensive education or common school to a more divisive schooling within society. Vocational programs are seen as a result of this ideology and the impact of reform on the curriculum has been a focus of the analysis. The policy implication has been to identify a minimal provision for the curriculum at the state level with greater control by central government in order to exercise political aims. The findings of this study indicate at the micro and macro analytical level that the policy developed by the different private research institutes or think tanks has restricted provision for education in favor of the elites. The potential for this type of policy analysis in the Comparative Educational perspective or world systems analysis shows that social stratification will be affected by the reforms. There appears to be a lack of response on behalf of those adversely affected by the reforms in terms of political representation. This is understood as a time lag question. Time will have to elapse in order for the full implications of the change to be assessed. This research indicates that the provision for access to education as a consumer good is a contested political matter more than it has been in the past in British Education. However, it would appear that the system is moving in a direction in relative favor of the economic elites within British society.",303893680,,Dissertations & Theses," Malliagh, Ronald Joseph Drummond
Malliagh
Joseph Drummond
Ronald
Malliagh, Ronald Joseph Drummond", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 747142291 , 31379431 , 66569 , 9129956 , 9129956", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303893680?accountid=14496," 0727 Curricula , 0727 Teaching , 0514 School administration , 0520 Education history"," 0727 Curricula , 0727 Teaching , 0514 School administration , 0520 Education history"," 0727 Curricula , 0727 Teaching , 0514 School administration , 0520 Education history",," 0727 Curricula , 0727 Teaching , 0514 School administration , 0520 Education history"," Curricula , Teaching , School administration , Education history", Education,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+1980s+educational+reform+movement+in+England&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Malliagh%2C+Ronald+Joseph+Drummond&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2454,Progress and apocalypse: Science and the end of the modern world. (Volumes I and II),"Since the 1930s, ecology has helped generate both scientific, religious, and popular prophecies of the collapse of civilization and the extinction of humanity. After World War II, scientists such as William Vogt, Rachel Carson, Barry Commoner, and Paul Ehrlich used the science of ecology to forecast the end of the modern world and the extinction of humanity. I argue that these apocalyptic ecologists are part of a larger social movement that is challenging the social and political structure of the modern world. Ecological apocalyptic scientists are struggling to replace the authority of progress and economic growth with the authority of ecology. Their apocalypticism grew out of the contradiction between technological and industrial progress and modern science's biological understanding of the Earth. These scientist-writers use a shared apocalyptic rhetoric and ecological world view to call for a popular crusade to save nature and humanity. This scientific apocalypticism helped undermine faith in progress and the modern world. By developing a biological history that challenged the human-centered history of the modern world, their writings ignited public opposition to progress. Apocalyptic ecologists helped form a post-war environmental coalition between conservationists, scientists, and an informed public. Using the authority of science and ecology and the threat of the end of the modern world, environmentalists developed a scientific and political critique of modern industrial society. They believed that unless global industrial civilization transformed its understanding and use of the natural world, it would collapse and humanity would be threatened with extinction. Ecological apocalyptics made ecology both a science and politics of human survival.",303907610,,Dissertations & Theses," Lewis, Christopher
Lewis
Christopher
Lewis, Christopher", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 746919951 , 30873541 , 66569 , 9127739 , 9127739", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303907610?accountid=14496," 0323 American studies , 0337 American history , 0585 Science history"," 0323 American studies , 0337 American history , 0585 Science history"," 0323 American studies , 0337 American history , 0585 Science history",," 0323 American studies , 0337 American history , 0585 Science history"," American studies , American history , Science history"," Social sciences , environmentalism",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Progress+and+apocalypse%3A+Science+and+the+end+of+the+modern+world.+%28Volumes+I+and+II%29&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Lewis%2C+Christopher&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2455,Power and discourse: Development from the world system to the Philippine uplands,"Development is a discourse, a social construction consisting of theories and practices which emerged in the context of modernity. Historically, it is a continuation of the Enlightenment project, and the search for a common humanity realized through the deployment of colonization projects and the entrenchment of Economics as a dominant discipline from which intervention into the lives of people is legitimized. As a highly political terrain, it is able to produce subjects, objects, and structures within the rationality of positivist social sciences and the controlling mechanisms of the State. This discourse attained hegemony through moments of subjection, legitimation, and structuration articulated within the domains of an economistic logic. This occurred along various space and time dimensions, as seen in its reproduction not only across geographical spaces--from the world, to the nation state, and to the village--but also along historical time periods. This happened despite the presence of challenges from the radical Marxists and from revisionists within the development school. These challenges are effectively crushed, coopted, or reappropriated to become alternative forms of development. The only opening left to articulate a counter-discourse is to valorize local power/knowledge, the ""other"" of development, and to constitute new subjects, objects and structures outside the domains of development. In this dissertation, a genealogical and materialist interpretation of development is done to show the dynamics by which the discourse is produced at the global, national, and local arenas. This analysis includes an inquiry into the politics of how the Philippines and its upland societies are invested in a development discourse that emanates from the world system, and how grassroots movements of upland peoples founded on local power/knowledge confront this. It is shown that upland development, despite attempts to revise its tactics and strategies--seen for example in the emergence of Social Forestry, is always produced as a discourse of control, and that the emergence of resistance in the uplands will always face the risk of being coopted by and recruited into the dominant development discourse.",303911574,,Dissertations & Theses," Contreras, Antonio Prima
Contreras
Prima
Antonio
Contreras, Antonio Prima", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 747144481 , 31159571 , 66569 , 9129668 , 9129668", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303911574?accountid=14496," 0615 Political science , 0700 Social structure , 0509 Economic history"," 0615 Political science , 0700 Social structure , 0509 Economic history"," 0615 Political science , 0700 Social structure , 0509 Economic history",," 0615 Political science , 0700 Social structure , 0509 Economic history"," Political science , Social structure , Economic history , Economic development , Studies", Social sciences,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Power+and+discourse%3A+Development+from+the+world+system+to+the+Philippine+uplands&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Contreras%2C+Antonio+Prima&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2456,Systems and social processes of international movement from the Philippines,"This study examines the relationship of social networks, government policy and economic processes involved in international labor migration from the Philippines. It focuses upon the dynamic characteristics of overseas movement from a small town over the past twenty years in terms of preferred destinations, occupations, and overall potential of households and individuals for economic gains. The research was designed to address the general questions of how individuals in the town obtained opportunities for overseas movement, how access to social networks is related to economic gains or losses from such movement, and how this varies over time. The results show that those achieving the greatest gains from overseas movement are those who were able to depart early in the process, were connected to influential social networks, and generally held a higher socioeconomic position in the town. The conclusions suggest that the persistence overseas movement when economic gains have declined steadily is the result of complex social processes operating through diverse links beyond government policy and strictly economic relationships.",303913646,,Dissertations & Theses," Lindquist, Bruce A.
Lindquist
A.
Bruce
Lindquist, Bruce A.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 747837451 , 31801111 , 66569 , 1346932 , 1346932", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303913646?accountid=14496," 0938 Demographics , 0366 Geography , 0616 International law , 0616 International relations"," 0938 Demographics , 0366 Geography , 0616 International law , 0616 International relations"," 0938 Demographics , 0366 Geography , 0616 International law , 0616 International relations",," 0938 Demographics , 0366 Geography , 0616 International law , 0616 International relations"," Demographics , Geography , International law , International relations", Social sciences,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Systems+and+social+processes+of+international+movement+from+the+Philippines&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Lindquist%2C+Bruce+A.&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2457,An historiographical review of the curriculum and pedagogy of American secondary school history courses in the post-Vietnam era,"By 1975, history education in American high schools was in a state of crisis. The purpose of this historiographical study was to review the trends and patterns of history curricula and teaching methodology in American secondary schools (9-12) from the post Vietnam era (1975) to the present. Earlier history movements from the Committee of Ten (1893) to the failure of the ""new social studies"" (1960-1975) were briefly reviewed in order to establish a historical perspective for the crisis of history education that arose by 1975. An in depth review of eight national reports from 1975-1985 highlights the lost identity of history as a field of study. A revival of interest in secondary school history education after 1985 emerged from a re-examination of the rationales for studying history. The establishment of rationales resulted in a global curriculum which emphasized a move away from textbook instruction to using primary and secondary sources, audio-visual materials and historical literature in the teaching of secondary history courses. Based on the review of professional journals, keystone studies, national reports on the status of history/social studies education, and the major history/social studies frameworks; eight recommendations for the continued progress in secondary school history education are made.",303915854,,Dissertations & Theses," Nelson, Jennifer T.
Nelson
T.
Jennifer
Nelson, Jennifer T.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 745157571 , 31187911 , 66569 , 9207221 , 9207221", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303915854?accountid=14496," 0534 Social studies education , 0533 Secondary education , 0520 Education history"," 0534 Social studies education , 0533 Secondary education , 0520 Education history"," 0534 Social studies education , 0533 Secondary education , 0520 Education history",," 0534 Social studies education , 0533 Secondary education , 0520 Education history"," Social studies education , Secondary education , Education history", Education,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=An+historiographical+review+of+the+curriculum+and+pedagogy+of+American+secondary+school+history+courses+in+the+post-Vietnam+era&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Nelson%2C+Jennifer+T.&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2458,On the front burner: How the greenhouse effect entered the public arena of the mass media,"The nature of how issues become news is examined in the context of the public arenas model of Hilgartner and Bosk. The idea that the mass media constitute an interdependent arena, operating in a reciprocal fashion with other public arenas, is proposed. In the case of the global warming phenomenon, politicians and scientists, as primary sources for the mass media, succeeded in portraying the greenhouse effect as an apocalyptic problem. Processes of group formation in social movements, particularly coalitions in the environmental movement, are examined. The idea of co-advocacy, in which two or more groups exist in equal, if unintentional, pairing is advanced. In the case of the greenhouse effect, the nuclear power industry and the environmental movement existed in co-advocacy roles in defining global warming as a social problem. Groups involved used the drought of 1988 as a dramatic event to focus attention on the greenhouse effect.",303919842,,Dissertations & Theses," Neuzil, Mark Riley
Neuzil
Riley
Mark
Neuzil, Mark Riley", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 747785071 , 31810011 , 66569 , 1342938 , 1342938", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303919842?accountid=14496," 0391 Journalism , 0344 Social research , 0708 Mass media"," 0391 Journalism , 0344 Social research , 0708 Mass media"," 0391 Journalism , 0344 Social research , 0708 Mass media",," 0391 Journalism , 0344 Social research , 0708 Mass media"," Journalism , Social research , Mass media"," Communication and the arts , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=On+the+front+burner%3A+How+the+greenhouse+effect+entered+the+public+arena+of+the+mass+media&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Neuzil%2C+Mark+Riley&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2459,The international diffusion and institutionalization of the new Entrepreneurship Movement: A study in the sociology of organizational knowledge,"This thesis studies the causes for the popularization in the 1980s of the idea of entrepreneurship in three countries at different stages of economic development: Britain, Mexico, and Spain. It is a dissertation on the social history of ideas--more specifically, on a sociological and comparative history of business ideas. There are two main focuses in the dissertation. The first is the diffusion and reception in these three countries of academic materials and social and ideological inputs regarding entrepreneurship, transmitted from other societies that are traditional exporters of management knowledge and ideologies, especially the United States. The second main focus is the legitimation and institutionalization of entrepreneurship, which includes four processes: (1) those by which entrepreneurship has come to be a part of formal management education, that is, academic research, programs, and courses; (2) those in informal management education (popular business press, works by publicists of managerial ideas) by which entrepreneurs--and not managers--have become the business role-models and heroes of the 1980s; (3) those by which the promotion of entrepreneurship has become a task undertaken by governments of all ideological stances; and (4) those by which the defense of entrepreneurship has become the core of probusiness ideologies in the 1980s. The main argument of the dissertation is that in order to account for the international diffusion and institutionalization of the idea of entrepreneurship in the 1980s, explanations based solely on academic or intellectual merits are insufficient. A framework--constructed from an analysis of the Neo-Institutional School of Organizational Theory and the Sociology of Knowledge and related fields and composed of sociological and economic processes and variables--is posed: economic and political crises affected the interests and motives of producers, carriers, and consumers of administrative knowledge and business ideologies. The reactions of these actors, based on their positions and dispositions and on their cultural and organizational resources, gave the Entrepreneurship Movement in Britain, Mexico, and Spain, its specific intensity and content.",303929325,,Dissertations & Theses," Alvarez, Jose Luis Alvarez
Alvarez
Luis Alvarez
Jose
Alvarez, Jose Luis Alvarez", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 746442481 , 31381331 , 66569 , 9123008 , 9123008", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303929325?accountid=14496," 0310 Business community , 0626 Sociology"," 0310 Business community , 0626 Sociology"," 0310 Business community , 0626 Sociology",," 0310 Business community , 0626 Sociology"," Business community , Sociology", Social sciences,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+international+diffusion+and+institutionalization+of+the+new+Entrepreneurship+Movement%3A+A+study+in+the+sociology+of+organizational+knowledge&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Alvarez%2C+Jose+Luis+Alvarez&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2460,Indigenous movement behavior: The rise and expansion of the Native American Movement,"There is no question that Native Americans have faced a multitude of crisis since the arrival of the white settlers. Thus, it is not surprising that hundreds of books and articles have been devoted to the topic of Native Americans, and thousands of commentators have offered analysis and insights. Yet little of this work has attempted to adequately assess the conflict between government and Indians generated in the 1960s. The main objective of this work is to theoretically examine the rise and expansion of the movement in hopes of adding the Native American Movement to the social movement literature so that a political discourse may follow. This paper shows that a theoretical explanation of the emergence and development of native insurgency must take into account the unique historical relationship between Native Americans and the US Federal Government as well as the fact that the movement's demands were grounded in the philosophy of being ""indigenous"". Secondly, this paper illustrates that the basis of the movement was founded on the very idea that Native Americans are culturally distinct and that this distinction should become the focus of an autonomous political power. This distinction separates it from other movements, illustrates the importance of politicized indigenism as a variable when shaping strategies, and in the end generated the heavy government suppression which contributed to the movement's shift into the international arena. Finally, through the use of three models: internal colonialism, political process, and international organizations, and the supporting events data base, collected from the New York Times Index for a 25 year period, I am able to explain the rise and expansion of movement behavior. Overall, the data provides me with an abundance of information on movement activities, issues, targets, and demands. Thus, I was able to trace the rise of the domestic insurgency and the expansion of the conflict into the international community.",303933071,,Dissertations & Theses," Mascarenas, Oneida
Mascarenas
Oneida
Mascarenas, Oneida", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 746471871 , 30870931 , 66569 , 9220428 , 9220428", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303933071?accountid=14496," 0615 Political science , 0700 Social structure"," 0615 Political science , 0700 Social structure"," 0615 Political science , 0700 Social structure",," 0615 Political science , 0700 Social structure"," Political science , Social structure"," Social sciences , social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Indigenous+movement+behavior%3A+The+rise+and+expansion+of+the+Native+American+Movement&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Mascarenas%2C+Oneida&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2461,The classroom as community: Composition pedagogy and the rise of the technical writing model,"In recent years, a pedagogical theory has arisen that not only is the teaching of technical writing a question of enculturation but that, more particularly, it is a matter of acclimatization to ""the culture of technology."" This dissertation is an examination of that hypothesis. Beginning with the model's origins in the work of Carolyn R. Miller, David Dobrin, and D. B. Smith, the study explores, then, both its wider foundations and its effects. First, it traces the origins of the recent shift in philosophical thought, from a referential, foundationalist epistemology to ""social justification of belief,"" because it is this change which has provided the underpinning for a parallel shift in rhetoric, from writing as product (or even as process) to writing as participation and for the related possibilities of a new technical model. The dominant figure is Richard Rorty, who has both chronicled and abetted the change. Second, it looks at social construction's implications for rhetoric, where one is able to view not only the breadth and inter-disciplinary nature of social construction but also the role of this global movement-in-thought in the use of a socially-interactive model for the teaching of technical writing. The central figures are Peter Berger, Thomas Luckmann, Rom Harre, John Shotter, and Clifford Geertz. Then it investigates several theories of ""technology as a cultural construct,"" and offers an overview of recent thinking in the philosophy and sociology of technology. Here the three central figures will be Jacob Bronowski from the philosophy of science and Wiebe Bijker and Trevor Pinch from the sociology of technology. Finally, in the last chapter it examines a socially-interactive technical writing model--a model of ""technical writing as enculturation""--as well as the Classical roots in Cicero from which such a model springs. The model itself, which is now in use in the author's own technical writing course, is represented both by that course and by Paul V. Anderson's related social model.",303933568,,Dissertations & Theses," Smith, Robert E., III
Smith
E.
Robert
III
Smith, Robert E., III", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 744133851 , 30953891 , 66569 , 9200847 , 9200847", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303933568?accountid=14496," 0291 Language , 0279 Language arts , 0459 Communication"," 0291 Language , 0279 Language arts , 0459 Communication"," 0291 Language , 0279 Language arts , 0459 Communication",," 0291 Language , 0279 Language arts , 0459 Communication"," Language , Language arts , Communication"," Communication and the arts , Education , Language, literature and linguistics",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+classroom+as+community%3A+Composition+pedagogy+and+the+rise+of+the+technical+writing+model&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Smith%2C+Robert+E.%2C+III&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2462,"Money, management and manipulation: Environmental mobilization in the Great Lakes Basin","This document examines variation in the responses of communities to local pollution problems affecting Great Lakes water quality. The study is based on research conducted at six such communities, at sites that have been designated as ""Areas of Concern"" by the International Joint Commission. The roles of economic dependency or diversity, access to scientific and political resources, community size, social visibility of pollution, and consciousness- and unconsciousness-making activities are examined as they relate to grass roots political mobilization in response to local, lake-related environmental issues. Of particular interest is the participation of national and regional environmental social movement organizations, Federal, State/Provincial and local governments and local industry. National and regional environmental social movement organizations appear to have a greater mobilizing impact on communities that are closest to the urban centers in which these organizations are based. Federal environmental agency/ministry jurisdiction over a contamination site, conversely, subverts local public participation structures established by State or Provincial agencies/ministries. State and Provincial environmental agencies play a centrist role in promoting minimal remediation. Local governments typically oppose the definition of local environmental disorganization as a problem. Finally, communities whose economies depend largely on a single polluting industry appear subject to a greater degree to the control capacity of private capital interests, and therefore are inhibited from pursuing environmentalists' political demands. Aggregating the six case studies suggests that apparently high levels of Canadian environmentalism may actually represent nationalistic commitments.",303939778,,Dissertations & Theses," Gould, Kenneth Alan
Gould
Alan
Kenneth
Gould, Kenneth Alan", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 747140861 , 31162191 , 66569 , 9128989 , 9128989", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303939778?accountid=14496," 0626 Sociology , 0616 International law , 0616 International relations , 0768 Environmental science"," 0626 Sociology , 0616 International law , 0616 International relations , 0768 Environmental science"," 0626 Sociology , 0616 International law , 0616 International relations , 0768 Environmental science",," 0626 Sociology , 0616 International law , 0616 International relations , 0768 Environmental science"," Sociology , International law , International relations , Environmental science"," Health and environmental sciences , Social sciences , Canada , natural resource conflicts , water pollution",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Money%2C+management+and+manipulation%3A+Environmental+mobilization+in+the+Great+Lakes+Basin&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Gould%2C+Kenneth+Alan&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2463,"Bertha von Suttner's ""Die Waffen nieder!"": Moral literature in the tradition of Harriet Beecher Stowe's ""Uncle Tom's Cabin""","The dissertation evaluates the anti-war novel of the Austrian writer and pacifist Bertha von Suttner. The novel, written in 1889, tells the life story of a young aristocratic woman who becomes convinced of the futility of war through the personal losses she experiences in four successive wars. Suttner was able to capitalize on the popularity of this novel to found the Austrian Peace Society and became a leading spokeswoman for peace through her work in the international peace movement before World War I. Studies of Suttner's role in the peace movement do not assess the merit of Die Waffen nieder! beyond suggesting that it was the ""Uncle Tom's Cabin of the peace movement,"" this comparison first having been suggested by a comment in a letter to Suttner from Leo Tolstoy. To follow up this comparison is the task of this dissertation. Certainly the most important point of comparison is the didactic purpose and moral message of each novel. The first chapter is an introduction to previous assessments of each author. While Stowe's reputation has undergone rehabilitation, Suttner's reception is limited to her historic role and scant attention to her writing. The second chapter discusses each writer's development of her role and her understanding of literature. Similarities are then discussed with reference to Tolstoy's theory of art as it illuminates their conception of literature as an ethical tool. The third chapter discusses Uncle Tom's Cabin as a work of moral suasion that succeeds through its communication of feeling. The fourth chapter evaluates Die Waffen nieder! and its analysis of militarism in Austrian society. The final chapter concludes that both novels have in common critiques of social and political institutions. Their differences lie in scope and form but also in their success as sentimental novels. While Uncle Tom's Cabin succeeds because of its unabashed appeal to feeling, the self-conscious use of sentimentality as a convention detracts from the effectiveness of the substantial criticism in Suttner's Die Waffen nieder!",303943552,,Dissertations & Theses," Braker, Regina Berrit
Braker
Berrit
Regina
Braker, Regina Berrit", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 746167671 , 30902701 , 66569 , 9120638 , 9120638", Dissertation/Thesis, 1991,, English, English,,1991,ProQuest Dissertations and Theses,1991,https://search.proquest.com/docview/303943552?accountid=14496," 0311 Germanic literature , 0591 American literature , 0295 Comparative literature"," 0311 Germanic literature , 0591 American literature , 0295 Comparative literature"," 0311 Germanic literature , 0591 American literature , 0295 Comparative literature",," 0311 Germanic literature , 0591 American literature , 0295 Comparative literature"," Germanic literature , American literature , Comparative literature"," Language, literature and linguistics , Stowe, Harriet Beecher , Suttner, Bertha von",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Bertha+von+Suttner%27s+%22Die+Waffen+nieder%21%22%3A+Moral+literature+in+the+tradition+of+Harriet+Beecher+Stowe%27s+%22Uncle+Tom%27s+Cabin%22&amp;issn=&amp;date=1991-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Braker%2C+Regina+Berrit&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
